,Date,Class,No,Rider,Machine,Heat1,Pena-1,Heat2,Pena-2,Time,Rank-Class,Rank-SB,Rank-Total,Rating[%],Manufacturer,Season
0,2014-07-20,A,赤1,冨永　崇史,NSR250R,1'44.245,0.0,1'42.657,1.0,1'43.657,1.0,,1.0,100.0,Honda,2014
1,2014-07-20,A,赤8,大川　彰人,NSR250R,1'45.963,0.0,1'44.647,0.0,1'44.647,2.0,,2.0,100.96,Honda,2014
2,2014-07-20,A,赤3,吉野　昇,CRF450X,1'44.846,0.0,1'44.566,1.0,1'44.846,3.0,,3.0,101.15,Honda,2014
3,2014-07-20,A,赤28,岡村　拓哉,DR-Z400SM,2'00.220,0.0,1'45.299,0.0,1'45.299,4.0,,4.0,101.58,Suzuki,2014
4,2014-07-20,A,赤5,池田　秀一,NSR250R,1'46.432,0.0,1'58.366,1.0,1'46.432,5.0,,5.0,102.68,Honda,2014
5,2014-07-20,A,赤6,早川　耕平,DR-Z400SM,1'57.002,1.0,1'45.791,1.0,1'46.791,6.0,,6.0,103.02,Suzuki,2014
6,2014-07-20,A,赤11,角谷　岳司,NSR80改,1'48.663,0.0,1'46.962,0.0,1'46.962,7.0,,7.0,103.19,Honda,2014
7,2014-07-20,A,赤7,松本　崇,VTR250,1'48.944,0.0,1'47.814,0.0,1'47.814,8.0,,8.0,104.01,Honda,2014
8,2014-07-20,A,赤13,赤畑　彰頼,NSR250R,1'48.548,0.0,1'47.978,0.0,1'47.978,9.0,,10.0,104.17,Honda,2014
9,2014-07-20,A,赤10,廣瀬　章,NSR250R,9'99.999,0.0,1'48.110,0.0,1'48.110,10.0,,11.0,104.3,Honda,2014
10,2014-07-20,A,赤9,小崎　弘敬,ZX-10R,1'49.660,0.0,1'48.386,0.0,1'48.386,11.0,1.0,14.0,104.56,Kawasaki,2014
11,2014-07-20,A,赤14,朝野　功治,ZX-10R,1'49.876,0.0,1'48.518,0.0,1'48.518,12.0,2.0,17.0,104.69,Kawasaki,2014
12,2014-07-20,A,赤19,矢嶋　尊,NSR250R,1'50.019,0.0,1'48.595,0.0,1'48.595,13.0,,19.0,104.76,Honda,2014
13,2014-07-20,A,赤12,古場　宏,WR450F,1'48.874,3.0,1'47.873,1.0,1'48.873,14.0,,20.0,105.03,Yamaha,2014
14,2014-07-20,A,赤4,作田　隆義,ZRX1200R,1'49.352,0.0,1'48.933,0.0,1'48.933,15.0,3.0,21.0,105.09,Kawasaki,2014
15,2014-07-20,A,赤17,竹村　克樹,GSX-R750,1'53.430,0.0,1'49.788,0.0,1'49.788,16.0,4.0,26.0,105.91,Suzuki,2014
16,2014-07-20,A,赤2,大瀧　豊明,SM450R,1'55.456,3.0,1'50.744,0.0,1'50.744,17.0,,32.0,106.84,Husqvarna,2014
17,2014-07-20,A,赤23,木村　香一,ZX-10R,1'54.681,1.0,1'53.364,0.0,1'53.364,18.0,9.0,56.0,109.36,Kawasaki,2014
18,2014-07-20,A,赤21,日沼　諭史,ZX-6R,9'99.999,0.0,1'52.629,1.0,1'53.629,19.0,,60.0,109.62,Kawasaki,2014
19,2014-07-20,A,赤16,荒木　秀次,ZX-10R,1'52.637,1.0,1'52.181,2.0,1'53.637,20.0,11.0,61.0,109.63,Kawasaki,2014
20,2014-07-20,A,赤26,高橋　武,GSX-R750,1'59.066,0.0,1'56.530,0.0,1'56.530,21.0,17.0,83.0,112.42,Suzuki,2014
21,2014-07-20,A,赤29,保　友也,VTR250,2'01.784,4.0,1'58.359,0.0,1'58.359,22.0,,99.0,114.18,Honda,2014
22,2014-07-20,B,青20,笹尾　直邦,SM450R,1'49.462,1.0,1'47.831,0.0,1'47.831,1.0,,9.0,104.03,Husqvarna,2014
23,2014-07-20,B,青9,清野　雅之,CBR600RR,1'50.280,0.0,1'48.293,0.0,1'48.293,2.0,,12.0,104.47,Honda,2014
24,2014-07-20,B,青14,三崎　雅也,DR-Z400SM,1'48.360,0.0,1'47.596,4.0,1'48.360,3.0,,13.0,104.54,Suzuki,2014
25,2014-07-20,B,青17,中嶋　秀和,TZR250R,1'49.762,0.0,1'48.397,0.0,1'48.397,4.0,,15.0,104.57,Yamaha,2014
26,2014-07-20,B,青18,永倉　武雄,WR450F,1'51.041,1.0,1'48.409,0.0,1'48.409,5.0,,16.0,104.58,Yamaha,2014
27,2014-07-20,B,青1,中村　文勝,SXV450,2'02.135,2.0,1'47.572,1.0,1'48.572,6.0,,18.0,104.74,Aprilia,2014
28,2014-07-20,B,青16,中村　永,VTR250,1'48.087,1.0,1'48.053,1.0,1'49.053,7.0,,22.0,105.21,Honda,2014
29,2014-07-20,B,青13,大見　勝成,SMR450,1'49.069,0.0,1'49.928,1.0,1'49.069,8.0,,23.0,105.22,Husqvarna,2014
30,2014-07-20,B,青4,市村　直生,YZF-R6,1'51.429,0.0,1'49.351,0.0,1'49.351,9.0,,24.0,105.49,Yamaha,2014
31,2014-07-20,B,青5,中澤　伸彦,DR-Z400SM,1'50.658,0.0,1'49.512,0.0,1'49.512,10.0,,25.0,105.65,Suzuki,2014
32,2014-07-20,B,青15,木村　健太,KX250F,1'49.867,0.0,2'04.196,0.0,1'49.867,11.0,,27.0,105.99,Kawasaki,2014
33,2014-07-20,B,青6,池浦　彰寿,NSR250R,1'49.965,0.0,1'59.119,3.0,1'49.965,12.0,,29.0,106.09,Honda,2014
34,2014-07-20,B,青8,和田　信行,WR450F,1'52.280,0.0,1'50.858,0.0,1'50.858,13.0,,33.0,106.95,Yamaha,2014
35,2014-07-20,B,青19,菊谷　宏威,ZX-10R,1'50.821,1.0,1'50.907,0.0,1'50.907,14.0,5.0,34.0,106.99,Kawasaki,2014
36,2014-07-20,B,青3,菊地　哲也,SM450R,1'51.384,0.0,1'48.276,4.0,1'51.384,15.0,,37.0,107.45,Husqvarna,2014
37,2014-07-20,B,青12,杉山　和久,CBR600RR,1'54.655,1.0,1'51.585,0.0,1'51.585,16.0,,39.0,107.65,Honda,2014
38,2014-07-20,B,青21,辻家　治彦,GSX-R1000,1'55.617,1.0,1'51.876,0.0,1'51.876,17.0,7.0,42.0,107.93,Suzuki,2014
39,2014-07-20,B,青2,川崎　淳,NSR250R,1'53.558,0.0,1'52.168,0.0,1'52.168,18.0,,47.0,108.21,Honda,2014
40,2014-07-20,B,青10,熊谷　勇武,NSR250R,1'52.472,0.0,1'50.260,2.0,1'52.260,19.0,,48.0,108.3,Honda,2014
41,2014-07-20,B,青11,近藤　泰地,ZX-10R,9'99.999,0.0,1'54.702,0.0,1'54.702,20.0,15.0,73.0,110.66,Kawasaki,2014
42,2014-07-20,B,青7,河村　志信,SM450R,1'54.141,1.0,1'54.336,2.0,1'55.141,21.0,,75.0,111.08,Husqvarna,2014
43,2014-07-20,C1,緑50,小川　直人,NSR250R,1'58.071,0.0,1'49.920,0.0,1'49.920,1.0,,28.0,106.04,Honda,2014
44,2014-07-20,C1,緑73,井上　裕介,XR100 Motard,1'52.408,0.0,1'50.451,0.0,1'50.451,2.0,,30.0,106.55,Honda,2014
45,2014-07-20,C1,緑62,宮川　敬太郎,DR-Z400SM,1'53.392,0.0,1'50.646,0.0,1'50.646,3.0,,31.0,106.74,Suzuki,2014
46,2014-07-20,C1,緑72,板床　正文,SM450R,1'52.462,0.0,1'51.196,0.0,1'51.196,4.0,,35.0,107.27,Husqvarna,2014
47,2014-07-20,C1,緑89,三浦　雅樹,GSX-R750,1'54.190,0.0,1'51.316,0.0,1'51.316,5.0,6.0,36.0,107.39,Suzuki,2014
48,2014-07-20,C1,緑86,臼井　健,SM250R,1'52.450,1.0,1'51.584,0.0,1'51.584,6.0,,38.0,107.65,Husqvarna,2014
49,2014-07-20,C1,緑68,中川　克己,CBR600F4i,1'53.880,0.0,1'51.651,0.0,1'51.651,7.0,,40.0,107.71,Honda,2014
50,2014-07-20,C1,緑92,加藤　勝也,250SX-F,1'59.071,3.0,1'51.686,0.0,1'51.686,8.0,,41.0,107.75,KTM,2014
51,2014-07-20,C1,緑80,関根　健,VTR250,1'56.271,0.0,1'51.896,0.0,1'51.896,9.0,,43.0,107.95,Honda,2014
52,2014-07-20,C1,緑70,関　吉美智,YZF-R6,1'52.525,1.0,1'51.985,0.0,1'51.985,10.0,,44.0,108.03,Yamaha,2014
53,2014-07-20,C1,緑88,池田　英輔,DR-Z400SM,1'52.801,0.0,1'52.019,0.0,1'52.019,11.0,,45.0,108.07,Suzuki,2014
54,2014-07-20,C1,緑93,卯辰　哲也,SM510R,1'59.817,3.0,1'51.105,1.0,1'52.105,12.0,,46.0,108.15,Husqvarna,2014
55,2014-07-20,C1,緑79,榎　明,CBR1000RR,1'55.015,0.0,1'52.448,0.0,1'52.448,13.0,8.0,49.0,108.48,Honda,2014
56,2014-07-20,C1,緑44,武井　仁志,DR-Z400SM,1'53.212,0.0,1'51.469,1.0,1'52.469,14.0,,50.0,108.5,Suzuki,2014
57,2014-07-20,C1,緑66,羽野島　道男,DR-Z400SM,1'52.470,0.0,1'52.810,1.0,1'52.470,15.0,,51.0,108.5,Suzuki,2014
58,2014-07-20,C1,緑48,小林　寿雄,SM250R,1'55.440,0.0,1'52.666,0.0,1'52.666,16.0,,52.0,108.69,Husqvarna,2014
59,2014-07-20,C1,緑67,峯尾　豪,CBR600RR,1'54.258,1.0,1'51.683,1.0,1'52.683,17.0,,53.0,108.71,Honda,2014
60,2014-07-20,C1,緑49,雨宮　正徳,DR-Z400SM,1'56.864,0.0,1'52.062,1.0,1'53.062,18.0,,54.0,109.07,Suzuki,2014
61,2014-07-20,C1,緑65,坂本　晋二,DR-Z400SM,1'53.076,0.0,2'06.348,1.0,1'53.076,19.0,,55.0,109.09,Suzuki,2014
62,2014-07-20,C1,緑69,橋本　和明,NSR250R,1'54.725,0.0,1'53.476,0.0,1'53.476,20.0,,57.0,109.47,Honda,2014
63,2014-07-20,C1,緑54,竹林　宏晃,DR-Z400SM,1'55.439,0.0,1'53.536,0.0,1'53.536,21.0,,58.0,109.53,Suzuki,2014
64,2014-07-20,C1,緑75,吉田　武志,GSX-R1000,1'54.137,2.0,1'53.608,0.0,1'53.608,22.0,10.0,59.0,109.6,Suzuki,2014
65,2014-07-20,C1,緑60,坂本　忠行,NSR250R,1'54.822,0.0,1'53.678,0.0,1'53.678,23.0,,62.0,109.67,Honda,2014
66,2014-07-20,C1,緑77,中川　豪,DR-Z400SM,1'55.744,0.0,1'53.899,0.0,1'53.899,24.0,,64.0,109.88,Suzuki,2014
67,2014-07-20,C1,緑43,雨宮　和徳,DR-Z400SM,1'55.635,0.0,1'54.176,0.0,1'54.176,25.0,,65.0,110.15,Suzuki,2014
68,2014-07-20,C1,緑61,古作　昌嗣,DR-Z400SM,1'55.080,0.0,1'54.368,0.0,1'54.368,26.0,,66.0,110.33,Suzuki,2014
69,2014-07-20,C1,緑51,濱　幹生,ZRX1200R,1'55.993,0.0,1'54.376,0.0,1'54.376,27.0,12.0,67.0,110.34,Kawasaki,2014
70,2014-07-20,C1,緑64,多田　健太,WR450F,1'53.380,1.0,9'99.999,0.0,1'54.380,28.0,,68.0,110.34,Yamaha,2014
71,2014-07-20,C1,緑78,紺野　貴裕,D-TRACKER,2'02.032,0.0,1'54.490,0.0,1'54.490,29.0,,69.0,110.45,Kawasaki,2014
72,2014-07-20,C1,緑90,丸山　純平,GSX-R1000,1'56.783,0.0,1'54.536,0.0,1'54.536,30.0,13.0,70.0,110.5,Suzuki,2014
73,2014-07-20,C1,緑45,内海　伸二,NSR250R,1'55.493,0.0,1'54.571,0.0,1'54.571,31.0,,71.0,110.53,Honda,2014
74,2014-07-20,C1,緑85,櫻井　裕之,Zephyr750,1'55.462,0.0,1'54.660,0.0,1'54.660,32.0,14.0,72.0,110.61,Kawasaki,2014
75,2014-07-20,C1,緑47,高嶋　香織,NSR250R,9'99.999,0.0,1'54.026,1.0,1'55.026,33.0,,74.0,110.97,Honda,2014
76,2014-07-20,C1,緑76,天谷　幸正,GSX-R750,1'55.652,1.0,1'54.607,1.0,1'55.607,34.0,16.0,77.0,111.53,Suzuki,2014
77,2014-07-20,C1,緑83,加瀬　功,VTR250,9'99.999,0.0,1'55.675,0.0,1'55.675,35.0,,78.0,111.59,Honda,2014
78,2014-07-20,C1,緑42,粕谷　侑司,Hornet600,1'58.309,0.0,1'56.221,0.0,1'56.221,36.0,,79.0,112.12,Honda,2014
79,2014-07-20,C1,緑87,引間　千春,CBR600F,1'58.244,1.0,1'56.430,0.0,1'56.430,37.0,,80.0,112.32,Honda,2014
80,2014-07-20,C1,緑91,宮田　徳彦,ZX-10R,1'56.685,0.0,2'00.227,0.0,1'56.685,38.0,19.0,85.0,112.57,Kawasaki,2014
81,2014-07-20,C1,緑56,宮島　秀幸,VTR250,1'59.809,0.0,1'57.002,0.0,1'57.002,39.0,,87.0,112.87,Honda,2014
82,2014-07-20,C1,緑59,佐藤　一範,VTR250,1'57.217,0.0,1'57.490,1.0,1'57.217,40.0,,88.0,113.08,Honda,2014
83,2014-07-20,C1,緑58,韮沢　克巳,DR-Z400SM,2'12.892,3.0,1'57.550,0.0,1'57.550,41.0,,90.0,113.4,Suzuki,2014
84,2014-07-20,C1,緑94,岡村　直視,SM450R,9'99.999,0.0,1'57.746,0.0,1'57.746,42.0,,91.0,113.59,Husqvarna,2014
85,2014-07-20,C1,緑81,寺田　晴男,GPMR-250X,1'58.077,0.0,1'58.548,0.0,1'58.077,43.0,,94.0,113.91,Honda,2014
86,2014-07-20,C1,緑82,長谷部　利昭,CBR600F4i,1'58.153,0.0,1'58.488,0.0,1'58.153,44.0,,96.0,113.98,Honda,2014
87,2014-07-20,C1,緑52,松村　泰敬,CBR600F,2'06.873,1.0,1'57.220,1.0,1'58.220,45.0,,97.0,114.05,Honda,2014
88,2014-07-20,C1,緑57,阿部　秀樹,ZX-10R,2'00.230,0.0,2'00.241,0.0,2'00.230,46.0,23.0,112.0,115.99,Kawasaki,2014
89,2014-07-20,C1,緑84,丹澤　清和,VTR250,2'00.485,0.0,2'02.117,0.0,2'00.485,47.0,,114.0,116.23,Honda,2014
90,2014-07-20,C1,緑55,渡辺　籐太,VTR250,2'00.819,1.0,9'99.999,0.0,2'01.819,48.0,,126.0,117.52,Honda,2014
91,2014-07-20,C1,緑46,前田　雅大,CBR600F4i,9'99.999,0.0,2'04.236,0.0,2'04.236,49.0,,135.0,119.85,Honda,2014
92,2014-07-20,C1,緑53,古川　諭,CBR400RR,9'99.999,0.0,2'04.543,1.0,2'05.543,50.0,,142.0,121.11,Honda,2014
93,2014-07-20,C1,緑63,中野　正信,MT-09,9'99.999,0.0,2'10.108,0.0,2'10.108,51.0,29.0,159.0,125.52,Yamaha,2014
94,2014-07-20,C1,緑74,宗仲　達也,D-TRACKER 125,9'99.999,0.0,2'10.762,0.0,2'10.762,52.0,,162.0,126.15,Kawasaki,2014
95,2014-07-20,C2,緑13,軍司　博史,CBR600RR,1'55.703,0.0,1'53.734,0.0,1'53.734,1.0,,63.0,109.72,Honda,2014
96,2014-07-20,C2,緑34,小俣　寿雄,VTR250,1'55.638,0.0,1'54.558,1.0,1'55.558,2.0,,76.0,111.48,Honda,2014
97,2014-07-20,C2,緑30,池田　真也,WR250X,1'57.814,0.0,1'55.447,1.0,1'56.447,3.0,,81.0,112.34,Yamaha,2014
98,2014-07-20,C2,緑21,中嶋　ちはる,NSR250R,1'56.556,0.0,1'56.464,0.0,1'56.464,4.0,,82.0,112.36,Honda,2014
99,2014-07-20,C2,緑28,野呂　隆,ZRX1200R,1'56.583,0.0,2'17.902,0.0,1'56.583,5.0,18.0,84.0,112.47,Kawasaki,2014
100,2014-07-20,C2,緑2,小田　祐樹,TZR250R,2'03.814,0.0,1'56.703,0.0,1'56.703,6.0,,86.0,112.59,Yamaha,2014
101,2014-07-20,C2,緑40,樫原　弘樹,GSX-R600,1'59.983,0.0,1'57.320,0.0,1'57.320,7.0,,89.0,113.18,Suzuki,2014
102,2014-07-20,C2,緑3,本間　君枝,VTR250,2'01.052,0.0,1'57.843,0.0,1'57.843,8.0,,92.0,113.69,Honda,2014
103,2014-07-20,C2,緑19,柏木　宏文,VTR250,2'00.141,0.0,1'57.932,0.0,1'57.932,9.0,,93.0,113.77,Honda,2014
104,2014-07-20,C2,緑35,吉永　雄也,Z750,2'00.040,0.0,1'58.347,0.0,1'58.347,10.0,20.0,98.0,114.17,Kawasaki,2014
105,2014-07-20,C2,緑4,平井　秀宗,STREET TRIPLE,9'99.999,0.0,1'58.518,0.0,1'58.518,11.0,,100.0,114.34,Triumph,2014
106,2014-07-20,C2,緑31,小笠原　晶子,CBR600F4i,1'59.032,0.0,1'58.530,0.0,1'58.530,12.0,,101.0,114.35,Honda,2014
107,2014-07-20,C2,緑39,刑部　正行,VTR250,1'59.077,0.0,1'59.654,0.0,1'59.077,13.0,,102.0,114.88,Honda,2014
108,2014-07-20,C2,緑36,山内　沙世,VTR250,1'59.658,0.0,1'58.143,1.0,1'59.143,14.0,,103.0,114.94,Honda,2014
109,2014-07-20,C2,緑12,高橋　洋平,CBR600RR,2'02.433,0.0,1'59.166,0.0,1'59.166,15.0,,104.0,114.96,Honda,2014
110,2014-07-20,C2,緑25,菊谷　真希,ZX-6R,2'06.048,0.0,1'59.181,0.0,1'59.181,16.0,,105.0,114.98,Kawasaki,2014
111,2014-07-20,C2,緑9,前川　淳,NSR250R,2'02.420,0.0,1'58.235,1.0,1'59.235,17.0,,106.0,115.03,Honda,2014
112,2014-07-20,C2,緑11,井原　英樹,ZX-10R,1'57.415,2.0,2'03.491,3.0,1'59.415,18.0,21.0,107.0,115.2,Kawasaki,2014
113,2014-07-20,C2,緑18,中井　義高,Z750R,1'59.256,1.0,1'58.580,1.0,1'59.580,19.0,22.0,109.0,115.36,Kawasaki,2014
114,2014-07-20,C2,緑5,吉岡　潤,SV400S,1'58.423,2.0,2'19.782,4.0,2'00.423,20.0,,113.0,116.17,Suzuki,2014
115,2014-07-20,C2,緑1,高坂　英己,SV650,2'01.761,0.0,2'00.826,0.0,2'00.826,21.0,,116.0,116.56,Suzuki,2014
116,2014-07-20,C2,緑16,染野　智治,NSR250R,2'00.947,0.0,2'01.219,0.0,2'00.947,22.0,,118.0,116.68,Honda,2014
117,2014-07-20,C2,緑32,竹下　茂彦,CBR600F4i,2'01.922,0.0,2'01.153,0.0,2'01.153,23.0,,120.0,116.88,Honda,2014
118,2014-07-20,C2,緑17,池田　麻希子,NSR250R,2'02.791,0.0,2'01.166,0.0,2'01.166,24.0,,121.0,116.89,Honda,2014
119,2014-07-20,C2,緑8,笹岡　千夏,CRF150RⅡ,2'04.593,4.0,2'01.496,0.0,2'01.496,25.0,,122.0,117.21,Honda,2014
120,2014-07-20,C2,緑29,鈴木　俊介,VTR250,9'99.999,0.0,2'00.653,1.0,2'01.653,26.0,,123.0,117.36,Honda,2014
121,2014-07-20,C2,緑37,塩見　博文,DR-Z400S,2'02.264,0.0,2'00.694,1.0,2'01.694,27.0,,124.0,117.4,Suzuki,2014
122,2014-07-20,C2,緑26,玉谷　壮弘,ZRX1200R,2'01.994,0.0,2'02.574,0.0,2'01.994,28.0,24.0,128.0,117.69,Kawasaki,2014
123,2014-07-20,C2,緑6,石田　直樹,Spada,2'20.486,0.0,2'02.290,1.0,2'03.290,29.0,,129.0,118.94,Honda,2014
124,2014-07-20,C2,緑41,山川　啓太,DR-Z400SM,2'10.311,1.0,2'00.327,3.0,2'03.327,30.0,,130.0,118.98,Suzuki,2014
125,2014-07-20,C2,緑33,玉木　大輔,WR250X,2'03.556,0.0,2'03.947,0.0,2'03.556,31.0,,131.0,119.2,Yamaha,2014
126,2014-07-20,C2,緑7,中島　玄創,B-King,2'06.046,0.0,2'02.644,1.0,2'03.644,32.0,25.0,132.0,119.28,Suzuki,2014
127,2014-07-20,C2,緑38,吉田　健一,VTR250,2'04.289,0.0,2'04.729,0.0,2'04.289,33.0,,136.0,119.9,Honda,2014
128,2014-07-20,C2,緑23,佐藤　雅英,MT-09,2'14.240,3.0,2'05.096,0.0,2'05.096,34.0,26.0,141.0,120.68,Yamaha,2014
129,2014-07-20,C2,緑24,東福　博志,NSR250R,2'13.948,3.0,2'04.765,1.0,2'05.765,35.0,,143.0,121.33,Honda,2014
130,2014-07-20,C2,緑15,小島　幸雄,NSR250R,2'05.804,0.0,2'06.892,0.0,2'05.804,36.0,,144.0,121.37,Honda,2014
131,2014-07-20,C2,緑10,内田　淳,ZRX1100,2'10.092,0.0,2'07.271,0.0,2'07.271,37.0,27.0,149.0,122.78,Kawasaki,2014
132,2014-07-20,C2,緑27,山本　純一,YZF-R1,9'99.999,0.0,2'06.516,1.0,2'07.516,38.0,28.0,150.0,123.02,Yamaha,2014
133,2014-07-20,C2,緑20,近藤　展行,CBR600RR,2'11.031,0.0,2'08.448,0.0,2'08.448,39.0,,153.0,123.92,Honda,2014
134,2014-07-20,C2,緑14,山賀　俊幸,ZX-9R,2'13.145,4.0,9'99.999,0.0,2'17.145,40.0,30.0,171.0,132.31,Kawasaki,2014
135,2014-07-20,NO,黄72,田中　英樹,VTR250,2'00.823,1.0,1'58.110,0.0,1'58.110,1.0,,95.0,113.94,Honda,2014
136,2014-07-20,NO,黄69,姫野　哲也,VTR250,2'08.721,0.0,1'59.435,0.0,1'59.435,2.0,,108.0,115.22,Honda,2014
137,2014-07-20,NO,黄89,細川　貴之,GSX-R600,2'02.227,0.0,1'59.940,0.0,1'59.940,3.0,,110.0,115.71,Suzuki,2014
138,2014-07-20,NO,黄74,岩田　新弥,GSX-R1000,2'00.427,2.0,1'59.008,1.0,2'00.008,4.0,,111.0,115.77,Suzuki,2014
139,2014-07-20,NO,黄56,柴田　良輔,690duke R,2'04.098,0.0,2'00.902,0.0,2'00.902,5.0,,117.0,116.64,KTM,2014
140,2014-07-20,NO,黄73,岡部　邦典,CB1300SF,2'03.423,0.0,2'01.007,0.0,2'01.007,6.0,,119.0,116.74,Honda,2014
141,2014-07-20,NO,黄65,仲村　勇太,DR-Z400SM,2'02.626,3.0,1'59.747,2.0,2'01.747,7.0,,125.0,117.45,Suzuki,2014
142,2014-07-20,NO,黄81,木村　要一,390DUKE,2'17.995,1.0,2'01.902,0.0,2'01.902,8.0,,127.0,117.6,KTM,2014
143,2014-07-20,NO,黄80,織田　憲男,SV400,2'04.652,0.0,2'13.237,1.0,2'04.652,9.0,,137.0,120.25,Suzuki,2014
144,2014-07-20,NO,黄53,香川　知久,VTR250,2'07.781,0.0,2'04.919,0.0,2'04.919,10.0,,139.0,120.51,Honda,2014
145,2014-07-20,NO,黄82,内田　哲智,GLADIUS650,2'21.636,0.0,2'04.953,0.0,2'04.953,11.0,,140.0,120.54,Suzuki,2014
146,2014-07-20,NO,黄52,佐藤　雄晃,NSR250R,9'99.999,0.0,2'06.169,0.0,2'06.169,12.0,,145.0,121.72,Honda,2014
147,2014-07-20,NO,黄87,加賀　進一,CB1300SF,2'09.768,0.0,2'06.400,0.0,2'06.400,13.0,,146.0,121.94,Honda,2014
148,2014-07-20,NO,黄90,高橋　翔吾,ZRX1200DAEG,2'07.034,0.0,2'06.661,0.0,2'06.661,14.0,,147.0,122.19,Kawasaki,2014
149,2014-07-20,NO,黄84,川内　隆行,FZ1,2'09.254,0.0,2'06.788,0.0,2'06.788,15.0,,148.0,122.31,Yamaha,2014
150,2014-07-20,NO,黄86,熊沢　孝久,Z750,9'99.999,0.0,2'08.042,0.0,2'08.042,16.0,,151.0,123.52,Kawasaki,2014
151,2014-07-20,NO,黄57,舟越　正,DR-Z400SM,2'08.385,0.0,2'09.412,1.0,2'08.385,17.0,,152.0,123.86,Suzuki,2014
152,2014-07-20,NO,黄71,多田　和正,STREET TRIPLE R,2'11.667,0.0,2'07.589,1.0,2'08.589,18.0,,154.0,124.05,Triumph,2014
153,2014-07-20,NO,黄76,加藤　信也,DR-Z400SM,2'07.672,1.0,2'14.339,2.0,2'08.672,19.0,,155.0,124.13,Suzuki,2014
154,2014-07-20,NO,黄75,寺田　和志,D-TRACKER,2'16.841,1.0,2'08.742,0.0,2'08.742,20.0,,156.0,124.2,Kawasaki,2014
155,2014-07-20,NO,黄83,菅　佑基,D-TRACKER,9'99.999,0.0,2'08.758,1.0,2'09.758,21.0,,157.0,125.18,Kawasaki,2014
156,2014-07-20,NO,黄62,一居　裕弥,GLADIUS400,2'12.147,0.0,2'09.150,1.0,2'10.150,22.0,,160.0,125.56,Suzuki,2014
157,2014-07-20,NO,黄70,藤枝　哲,XR650R,2'10.659,0.0,2'08.782,4.0,2'10.659,23.0,,161.0,126.05,Honda,2014
158,2014-07-20,NO,黄88,吉原　光,VTR250,2'14.929,0.0,2'11.685,0.0,2'11.685,24.0,,163.0,127.04,Honda,2014
159,2014-07-20,NO,黄58,川島　宏之,GSR400,2'43.458,0.0,2'11.867,0.0,2'11.867,25.0,,164.0,127.21,Suzuki,2014
160,2014-07-20,NO,黄77,佐藤　康統,ZRX1100Ⅱ,2'30.015,2.0,2'12.467,0.0,2'12.467,26.0,,165.0,127.79,Kawasaki,2014
161,2014-07-20,NO,黄66,佐藤　新二,ER-6n,2'15.768,1.0,2'11.911,4.0,2'15.911,27.0,,169.0,131.12,Kawasaki,2014
162,2014-07-20,NO,黄60,秋山」　輝夫,FZ1 FAZER,2'21.157,1.0,2'16.552,0.0,2'16.552,28.0,,170.0,131.73,Yamaha,2014
163,2014-07-20,NO,黄63,川﨑　裕顕,CBR600F4i,9'99.999,0.0,2'17.560,0.0,2'17.560,29.0,,172.0,132.71,Honda,2014
164,2014-07-20,NO,黄68,高橋　宏明,TS125R,9'99.999,0.0,2'18.899,0.0,2'18.899,30.0,,174.0,134.0,Suzuki,2014
165,2014-07-20,NO,黄55,与儀　知洋,CBR600RR,2'19.413,0.0,2'17.280,2.0,2'19.280,31.0,,175.0,134.37,Honda,2014
166,2014-07-20,NO,黄59,小高　拓也,F800R,9'99.999,0.0,2'23.275,2.0,2'25.275,32.0,,178.0,140.15,BMW,2014
167,2014-07-20,NO,黄54,荒川　譲,VTR250,2'27.124,0.0,9'99.999,0.0,2'27.124,33.0,,179.0,141.93,Honda,2014
168,2014-07-20,NO,黄67,大越　隆弘,MT-09,9'99.999,0.0,2'27.687,4.0,2'31.687,34.0,,180.0,146.34,Yamaha,2014
169,2014-07-20,NO,黄64,八木　岳史,ZRX1100,9'99.999,0.0,2'36.949,3.0,2'39.949,35.0,,182.0,154.31,Kawasaki,2014
170,2014-07-20,NO,黄61,高橋　涼介,Wolf50,9'99.999,0.0,9'99.999,0.0,9'99.999,36.0,,183.0,,Suzuki,2014
171,2014-07-20,NL,黄8,笹岡　未雪,KSR80,2'17.202,4.0,2'00.780,0.0,2'00.780,1.0,,115.0,116.52,Kawasaki,2014
172,2014-07-20,NL,黄15,高橋　桂子,VTR250,9'99.999,0.0,2'04.182,0.0,2'04.182,2.0,,133.0,119.8,Honda,2014
173,2014-07-20,NL,黄5,田村　静香,VTR250,2'02.201,2.0,2'02.305,2.0,2'04.201,3.0,,134.0,119.82,Honda,2014
174,2014-07-20,NL,黄4,大見　有希,XR100 Motard,2'12.460,4.0,2'04.849,0.0,2'04.849,4.0,,138.0,120.44,Honda,2014
175,2014-07-20,NL,黄11,加瀬　京見,VTR250,2'26.760,4.0,2'10.005,0.0,2'10.005,5.0,,158.0,125.42,Honda,2014
176,2014-07-20,NL,黄10,新田　るみ子,VTR250,2'18.359,0.0,2'12.843,0.0,2'12.843,6.0,,166.0,128.16,Honda,2014
177,2014-07-20,NL,黄3,荒木　真美,KSR80,2'12.327,2.0,9'99.999,0.0,2'14.327,7.0,,167.0,129.59,Kawasaki,2014
178,2014-07-20,NL,黄6,夏目　知佳,ZRX1100,2'14.414,0.0,9'99.999,0.0,2'14.414,8.0,,168.0,129.67,Kawasaki,2014
