,Date,Class,No,Rider,Machine,Heat1,Pena-1,Heat2,Pena-2,Time,Rank-Class,Rank-SB,Rank-Total,Rating[%],Manufacturer,Season
9912,2017-05-14,C1,緑14,鈴木　俊介,VTR250,9'99.999,0.0,1'44.034,0.0,1'44.034,12.0,,53.0,111.91,Honda,2017
9913,2017-05-14,C1,緑1,木村　要一,390DUKE,1'44.845,0.0,1'43.037,1.0,1'44.037,13.0,,54.0,111.91,KTM,2017
9914,2017-05-14,C1,緑4,山内　沙世,VTR250,1'44.603,0.0,1'43.306,1.0,1'44.306,14.0,,57.0,112.2,Honda,2017
9915,2017-05-14,C1,緑15,宮島　秀幸,VTR250,1'45.211,0.0,1'44.662,0.0,1'44.662,15.0,,59.0,112.58,Honda,2017
9916,2017-05-14,C1,緑11,藤原　淳司,ZX-6R,1'52.533,0.0,1'46.444,0.0,1'46.444,16.0,,71.0,114.5,Kawasaki,2017
9917,2017-05-14,C1,緑2,山崎　晃弘,GSX-R750,2'00.053,0.0,1'45.577,1.0,1'46.577,17.0,15.0,73.0,114.64,Suzuki,2017
9918,2017-05-14,C1,緑22,引間　千春,CBR600F,1'45.762,1.0,1'44.643,4.0,1'46.762,18.0,,74.0,114.84,Honda,2017
9919,2017-05-14,C1,緑8,中川　豪,NSR250R,9'99.999,0.0,1'44.166,3.0,1'47.166,19.0,,79.0,115.28,Honda,2017
9920,2017-05-14,C1,緑28,中野　正信,MT-07,1'50.689,0.0,1'47.312,0.0,1'47.312,20.0,,81.0,115.43,Yamaha,2017
9921,2017-05-14,C1,緑20,阿部　秀樹,ZX-10R,1'48.771,0.0,1'48.463,0.0,1'48.463,21.0,17.0,86.0,116.67,Kawasaki,2017
9922,2017-05-14,C1,緑12,中山　臣也,MT-03,1'54.726,3.0,1'55.933,0.0,1'55.933,22.0,,110.0,124.71,Yamaha,2017
9923,2017-05-14,C1,緑16,本間　君枝,VTR250,9'99.999,0.0,2'11.323,0.0,2'11.323,23.0,,125.0,141.26,Honda,2017
9924,2017-05-14,C1,緑24,荒木　真美,KSR80,9'99.999,0.0,9'99.999,0.0,9'99.999,24.0,,127.0,,Kawasaki,2017
9925,2017-05-14,C1,緑26,渡辺　籐太,VTR250,9'99.999,0.0,9'99.999,0.0,9'99.999,24.0,,127.0,,Honda,2017
9926,2017-05-14,C2,黄緑13,和田　貴宏,TZR250R,1'42.425,1.0,1'41.350,1.0,1'42.350,1.0,,43.0,110.1,Yamaha,2017
9927,2017-05-14,C2,黄緑8,五十嵐　一生,XR100 Motard,1'44.567,1.0,1'42.577,0.0,1'42.577,2.0,,45.0,110.34,Honda,2017
9928,2017-05-14,C2,黄緑16,舟越　正,DR-Z400SM,1'43.984,0.0,1'43.314,0.0,1'43.314,3.0,,49.0,111.13,Suzuki,2017
9929,2017-05-14,C2,黄緑20,玉木　大輔,WR250X,1'47.261,1.0,1'43.031,1.0,1'44.031,4.0,,52.0,111.9,Yamaha,2017
9930,2017-05-14,C2,黄緑29,山賀　俊幸,GPZ250R,1'44.224,0.0,1'45.370,0.0,1'44.224,5.0,,55.0,112.11,Kawasaki,2017
9931,2017-05-14,C2,黄緑26,江間　晋,WR250R,1'44.225,0.0,1'43.582,3.0,1'44.225,6.0,,56.0,112.11,Yamaha,2017
9932,2017-05-14,C2,黄緑25,地下　和宏,VTR1000F,1'44.329,0.0,1'43.566,2.0,1'44.329,7.0,12.0,58.0,112.23,Honda,2017
9933,2017-05-14,C2,黄緑4,杉本　健,DR-Z400SM,1'48.903,0.0,1'42.758,2.0,1'44.758,8.0,,60.0,112.69,Suzuki,2017
9934,2017-05-14,C2,黄緑5,加賀　進一,CB1300SF,9'99.999,0.0,1'43.776,1.0,1'44.776,9.0,13.0,61.0,112.71,Honda,2017
9935,2017-05-14,C2,黄緑27,藤浪　剛,Z1000,1'47.163,3.0,1'44.795,0.0,1'44.795,10.0,14.0,62.0,112.73,Kawasaki,2017
9936,2017-05-14,C2,黄緑18,石田　直樹,MT-07,1'45.846,0.0,1'44.937,0.0,1'44.937,11.0,,63.0,112.88,Yamaha,2017
9937,2017-05-14,C2,黄緑9,田中　悟,VTR250,1'47.634,1.0,1'45.161,0.0,1'45.161,12.0,,65.0,113.12,Honda,2017
9938,2017-05-14,C2,黄緑24,山口　康一,VTR250,1'46.944,1.0,1'44.427,1.0,1'45.427,13.0,,66.0,113.41,Honda,2017
9939,2017-05-14,C2,黄緑3,柴田　良輔,CRF150,1'55.701,6.0,1'45.516,0.0,1'45.516,14.0,,67.0,113.5,Honda,2017
9940,2017-05-14,C2,黄緑30,池田　麻希子,NSR250R,1'50.180,0.0,1'45.886,0.0,1'45.886,15.0,,68.0,113.9,Honda,2017
9941,2017-05-14,C2,黄緑1,高橋　桂子,VTR250,1'46.398,0.0,1'46.054,4.0,1'46.398,16.0,,70.0,114.45,Honda,2017
9942,2017-05-14,C2,黄緑22,下井田　義和,VT250spada,1'50.438,0.0,1'45.570,1.0,1'46.570,17.0,,72.0,114.64,Honda,2017
9943,2017-05-14,C2,黄緑17,佐藤　大将,YZF-R3,1'48.575,3.0,1'46.965,0.0,1'46.965,18.0,,77.0,115.06,Yamaha,2017
9944,2017-05-14,C2,黄緑15,池田　和弘,DR-Z400SM,1'46.813,1.0,1'46.022,1.0,1'47.022,19.0,,78.0,115.12,Suzuki,2017
9945,2017-05-14,C2,黄緑21,高橋　翔吾,ZRX1200DAEG,1'49.952,5.0,1'47.200,0.0,1'47.200,20.0,16.0,80.0,115.31,Kawasaki,2017
9946,2017-05-14,C2,黄緑11,多田　和正,VTR250,1'46.674,1.0,1'48.091,3.0,1'47.674,21.0,,84.0,115.82,Honda,2017
9947,2017-05-14,C2,黄緑6,玉谷　壮弘,ZRX1200R,2'11.616,1.0,1'47.474,1.0,1'48.474,22.0,18.0,87.0,116.68,Kawasaki,2017
9948,2017-05-14,C2,黄緑2,吉原　光,VTR250,1'50.701,0.0,1'49.016,0.0,1'49.016,23.0,,88.0,117.27,Honda,2017
9949,2017-05-14,C2,黄緑14,竹下　茂彦,CBR600F4i,1'49.139,0.0,1'48.375,4.0,1'49.139,24.0,,91.0,117.4,Honda,2017
9950,2017-05-14,C2,黄緑23,吉岡　高広,NSR250R,1'52.325,1.0,1'48.260,2.0,1'50.260,25.0,,93.0,118.61,Honda,2017
9951,2017-05-14,C2,黄緑10,井上　百花,GSX-R1000,1'51.653,3.0,1'50.271,0.0,1'50.271,26.0,19.0,94.0,118.62,Suzuki,2017
9952,2017-05-14,C2,黄緑19,小笠原　晶子,MT-03,1'51.372,0.0,9'99.999,0.0,1'51.372,27.0,,97.0,119.8,Yamaha,2017
9953,2017-05-14,C2,黄緑12,杉田　章子,ZRX1100,9'99.999,0.0,1'51.015,1.0,1'52.015,28.0,20.0,100.0,120.49,Kawasaki,2017
9954,2017-05-14,C2,黄緑28,香川　知久,VTR250,1'50.675,3.0,2'09.764,0.0,1'53.675,29.0,,105.0,122.28,Honda,2017
9955,2017-05-14,NO,黄8,岡部　正寛,WR250X,1'46.043,1.0,1'42.830,0.0,1'42.830,1.0,,46.0,110.61,Yamaha,2017
9956,2017-05-14,NO,黄31,松下　良,MT-07,1'47.402,0.0,1'44.043,1.0,1'45.043,2.0,,64.0,112.99,Yamaha,2017
9957,2017-05-14,NO,黄26,田村　一郎,ZX-10R,1'46.374,0.0,1'44.928,1.0,1'45.928,3.0,,69.0,113.95,Kawasaki,2017
9958,2017-05-14,NO,黄10,本木　諭,VTR250,1'48.247,0.0,1'46.826,0.0,1'46.826,4.0,,76.0,114.91,Honda,2017
9959,2017-05-14,NO,黄28,清永　考人,CB750,1'48.402,0.0,1'47.360,0.0,1'47.360,5.0,,82.0,115.49,Honda,2017
9960,2017-05-14,NO,黄21,岡本　健司,WR250X,1'50.826,3.0,1'47.588,0.0,1'47.588,6.0,,83.0,115.73,Yamaha,2017
9961,2017-05-14,NO,黄3,福澤　公之,MT-07,1'48.916,2.0,1'47.707,0.0,1'47.707,7.0,,85.0,115.86,Yamaha,2017
9962,2017-05-14,NO,黄30,宮崎　栄治,WR250F,1'50.973,0.0,1'48.076,1.0,1'49.076,8.0,,89.0,117.33,Yamaha,2017
9963,2017-05-14,NO,黄2,和木　晴彦,MT-03,1'52.459,4.0,1'49.524,0.0,1'49.524,9.0,,92.0,117.81,Yamaha,2017
9964,2017-05-14,NO,黄24,君嶋　進,VTR250,1'50.982,1.0,1'49.737,1.0,1'50.737,10.0,,95.0,119.12,Honda,2017
9965,2017-05-14,NO,黄13,板倉　孝典,VTR250,1'57.792,0.0,1'50.883,0.0,1'50.883,11.0,,96.0,119.28,Honda,2017
9966,2017-05-14,NO,黄4,加藤　克博,VTR250,9'99.999,0.0,1'51.887,0.0,1'51.887,12.0,,99.0,120.36,Honda,2017
9967,2017-05-14,NO,黄5,松原　正嗣,STREET TRIPLE R,1'59.980,4.0,1'52.399,0.0,1'52.399,13.0,,102.0,120.91,Triumph,2017
9968,2017-05-14,NO,黄9,八木　岳史,ZRX1100,1'52.761,0.0,1'54.046,0.0,1'52.761,14.0,,103.0,121.3,Kawasaki,2017
9969,2017-05-14,NO,黄23,武井　一晃,VTR250,1'57.338,0.0,1'53.733,0.0,1'53.733,15.0,,106.0,122.34,Honda,2017
9970,2017-05-14,NO,黄16,与儀　知洋,CBR600RR,1'58.056,4.0,1'54.038,0.0,1'54.038,16.0,,108.0,122.67,Honda,2017
9971,2017-05-14,NO,黄19,江口　柊,NSR250R,1'52.264,3.0,1'57.241,0.0,1'55.264,17.0,,109.0,123.99,Honda,2017
9972,2017-05-14,NO,黄6,山田　哲也,GROM,1'56.097,0.0,2'03.979,0.0,1'56.097,18.0,,111.0,124.88,Honda,2017
9973,2017-05-14,NO,黄32,川内　隆行,FZ1,2'00.059,0.0,1'56.678,0.0,1'56.678,19.0,,112.0,125.51,Yamaha,2017
9974,2017-05-14,NO,黄33,岡田　憲之,MT-07,1'57.749,5.0,1'56.042,1.0,1'57.042,20.0,,113.0,125.9,Yamaha,2017
9975,2017-05-14,NO,黄7,柴原　敏男,Ninja250R,9'99.999,0.0,1'57.324,1.0,1'58.324,21.0,,114.0,127.28,Kawasaki,2017
9976,2017-05-14,NO,黄1,吉原　翼,NSR250R,9'99.999,0.0,1'58.502,0.0,1'58.502,22.0,,115.0,127.47,Honda,2017
9977,2017-05-14,NO,黄22,岡　健一,GSX1400,9'99.999,0.0,1'58.823,0.0,1'58.823,23.0,,116.0,127.82,Suzuki,2017
9978,2017-05-14,NO,黄20,木下　健三,DR-Z400SM,2'05.838,0.0,2'00.652,0.0,2'00.652,24.0,,118.0,129.78,Suzuki,2017
9979,2017-05-14,NO,黄14,藤原　利哉,VTR250,2'01.163,1.0,2'01.316,1.0,2'02.163,25.0,,119.0,131.41,Honda,2017
9980,2017-05-14,NO,黄12,木村　慶成,GROM,2'14.116,0.0,2'03.681,0.0,2'03.681,26.0,,120.0,133.04,Honda,2017
9981,2017-05-14,NO,黄18,佐々木　雅弘,YBR125,2'06.280,0.0,2'05.933,0.0,2'05.933,27.0,,121.0,135.46,Yamaha,2017
9982,2017-05-14,NO,黄29,野田　浩太郎,VTR250,2'05.785,1.0,2'13.964,0.0,2'06.785,28.0,,122.0,136.38,Honda,2017
9983,2017-05-14,NO,黄11,高田　健吾,KSR80,9'99.999,0.0,2'07.436,1.0,2'08.436,29.0,,123.0,138.16,Kawasaki,2017
9984,2017-05-14,NO,黄27,小松崎　俊明,CB1300SF,2'11.309,0.0,2'07.913,1.0,2'08.913,30.0,,124.0,138.67,Honda,2017
9985,2017-05-14,NO,黄15,田中　健太,GSX-R250R,2'15.559,0.0,2'07.286,6.0,2'13.286,31.0,,126.0,143.37,Suzuki,2017
9986,2017-05-14,NO,黄25,福井　雅樹,GSR750,9'99.999,0.0,9'99.999,0.0,9'99.999,32.0,,127.0,,Suzuki,2017
9987,2017-05-14,NL,桃7,木津谷　香織,FZS600S Fazer,1'48.046,1.0,1'46.813,0.0,1'46.813,1.0,,75.0,114.9,Yamaha,2017
9988,2017-05-14,NL,桃5,岡野　月子,VTR250,1'51.840,0.0,2'11.723,0.0,1'51.840,2.0,,98.0,120.3,Honda,2017
9989,2017-05-14,NL,桃4,木村　由紀代,NSR250R,1'56.112,0.0,1'52.329,0.0,1'52.329,3.0,,101.0,120.83,Honda,2017
9990,2017-05-14,NL,桃1,土橋　朋子,CB400SB,1'56.299,1.0,1'49.518,4.0,1'53.518,4.0,,104.0,122.11,Honda,2017
9991,2017-05-14,NL,桃3,寺崎　愛,GROM,1'52.946,1.0,2'07.019,5.0,1'53.946,5.0,,107.0,122.57,Honda,2017
9992,2017-05-14,NL,桃2,高田　真希,VTR250,9'99.999,0.0,1'52.277,7.0,1'59.277,6.0,,117.0,128.3,Honda,2017
9993,2015-09-27,A,赤2,吉野　昇,CRF450X,1'27.431,0.0,1'20.070,1.0,1'21.070,1.0,,1.0,100.0,Honda,2015
9994,2015-09-27,A,赤1,冨永　崇史,NSR250R,1'28.144,0.0,1'21.264,0.0,1'21.264,2.0,,2.0,100.24,Honda,2015
9995,2015-09-27,A,赤6,大瀧　豊明,690DUKE,1'31.963,1.0,1'21.436,0.0,1'21.436,3.0,,3.0,100.45,KTM,2015
9996,2015-09-27,A,赤4,池田　秀一,NSR250R,1'26.897,0.0,1'21.528,0.0,1'21.528,4.0,,4.0,100.56,Honda,2015
9997,2015-09-27,A,赤15,作田　隆義,MT-07,1'28.428,1.0,1'22.681,0.0,1'22.681,5.0,,5.0,101.99,Yamaha,2015
9998,2015-09-27,A,赤3,岡村　拓哉,DR-Z400SM,1'28.312,1.0,1'22.074,1.0,1'23.074,6.0,,6.0,102.47,Suzuki,2015
9999,2015-09-27,A,赤28,菊谷　宏威,ZX-10R,1'31.488,0.0,1'23.534,0.0,1'23.534,7.0,1.0,7.0,103.04,Kawasaki,2015
10000,2015-09-27,A,赤8,早川　耕平,DR-Z400SM,1'29.319,0.0,1'22.624,1.0,1'23.624,8.0,,8.0,103.15,Suzuki,2015
10001,2015-09-27,A,赤26,中澤　伸彦,DR-Z400SM,1'31.458,0.0,1'23.678,0.0,1'23.678,9.0,,9.0,103.22,Suzuki,2015
10002,2015-09-27,A,赤13,小崎　弘敬,ZX-10R,1'29.269,0.0,1'23.680,0.0,1'23.680,10.0,2.0,10.0,103.22,Kawasaki,2015
10003,2015-09-27,A,赤5,角谷　岳司,NSR80改,1'30.915,0.0,1'24.063,0.0,1'24.063,11.0,,12.0,103.69,Honda,2015
10004,2015-09-27,A,赤9,古場　宏,WR450F,1'31.987,1.0,1'24.240,0.0,1'24.240,12.0,,13.0,103.91,Yamaha,2015
10005,2015-09-27,A,赤19,竹村　克樹,GSX-R750,1'35.501,0.0,1'24.742,0.0,1'24.742,13.0,4.0,18.0,104.53,Suzuki,2015
10006,2015-09-27,A,赤16,矢嶋　尊,NSR250R,1'29.174,0.0,1'25.013,0.0,1'25.013,14.0,,22.0,104.86,Honda,2015
10007,2015-09-27,A,赤27,辻家　治彦,GSX-R1000,1'33.714,0.0,1'25.099,0.0,1'25.099,15.0,5.0,24.0,104.97,Suzuki,2015
10008,2015-09-27,A,赤14,朝野　功治,ZX-10R,1'32.766,0.0,1'25.159,0.0,1'25.159,16.0,6.0,26.0,105.04,Kawasaki,2015
10009,2015-09-27,A,赤11,廣瀬　章,NSR250R,1'29.352,1.0,1'23.255,2.0,1'25.255,17.0,,27.0,105.16,Honda,2015
10010,2015-09-27,A,赤18,荒木　秀次,ZX-10R,1'32.876,0.0,1'25.469,0.0,1'25.469,18.0,7.0,28.0,105.43,Kawasaki,2015
10011,2015-09-27,A,赤22,木村　香一,GSX-R750,1'35.413,0.0,1'27.598,1.0,1'28.598,19.0,13.0,54.0,109.29,Suzuki,2015
10012,2015-09-27,B,青5,清野　雅之,CBR600RR,1'29.236,0.0,1'23.749,0.0,1'23.749,1.0,,11.0,103.3,Honda,2015
10013,2015-09-27,B,青14,中嶋　秀和,TZR250R,1'32.782,2.0,1'24.252,0.0,1'24.252,2.0,,14.0,103.93,Yamaha,2015
10014,2015-09-27,B,青15,和田　信行,WR450F,1'30.785,0.0,1'24.488,0.0,1'24.488,3.0,,15.0,104.22,Yamaha,2015
10015,2015-09-27,B,青1,池浦　彰寿,NSR250R,1'32.680,4.0,1'24.921,0.0,1'24.921,4.0,,19.0,104.75,Honda,2015
10016,2015-09-27,B,青13,新井　隆光,CBR600RR,1'31.707,0.0,1'24.997,0.0,1'24.997,5.0,,20.0,104.84,Honda,2015
10017,2015-09-27,B,青16,中川　克己,VTR250,1'32.891,0.0,1'24.999,0.0,1'24.999,6.0,,21.0,104.85,Honda,2015
10018,2015-09-27,B,青2,市村　直生,YZF-R6,1'29.409,1.0,1'25.087,0.0,1'25.087,7.0,,23.0,104.95,Yamaha,2015
10019,2015-09-27,B,青7,小川　直人,NSR250R,1'32.327,0.0,1'25.111,0.0,1'25.111,8.0,,25.0,104.98,Honda,2015
10020,2015-09-27,B,青4,笹尾　直邦,SM450R,1'33.225,0.0,1'26.293,0.0,1'26.293,9.0,,32.0,106.44,Husqvarna,2015
10021,2015-09-27,B,青6,近藤　泰地,ZX-10R,1'35.472,0.0,1'26.298,0.0,1'26.298,10.0,9.0,33.0,106.45,Kawasaki,2015
10022,2015-09-27,B,青3,川崎　淳,NSR250R,1'37.535,0.0,1'26.869,0.0,1'26.869,11.0,,37.0,107.15,Honda,2015
10023,2015-09-27,B,青8,熊谷　勇武,VTR250,1'34.294,3.0,1'27.539,0.0,1'27.539,12.0,,42.0,107.98,Honda,2015
10024,2015-09-27,B,青19,加藤　勝也,250SX-F,1'49.216,4.0,1'25.103,3.0,1'28.103,13.0,,48.0,108.68,KTM,2015
10025,2015-09-27,B,青10,杉山　和久,CBR600RR,1'37.198,1.0,1'26.706,2.0,1'28.706,14.0,,56.0,109.42,Honda,2015
10026,2015-09-27,B,青17,菊地　哲也,SM450R,1'31.710,0.0,1'25.854,3.0,1'28.854,15.0,,57.0,109.6,Husqvarna,2015
10027,2015-09-27,B,青12,木村　健太,KX250F,9'99.999,0.0,1'25.634,4.0,1'29.634,16.0,,63.0,110.56,Kawasaki,2015
10028,2015-09-27,B,青18,三崎　雅也,DR-Z400SM,1'31.649,0.0,1'37.724,0.0,1'31.649,17.0,,86.0,113.05,Suzuki,2015
10029,2015-09-27,B,青9,町田　好男,VTR250,1'32.845,1.0,1'37.545,0.0,1'33.845,18.0,,109.0,115.76,Honda,2015
10030,2015-09-27,C1,緑74,井上　裕介,XR100 Motard,1'30.514,0.0,1'24.503,0.0,1'24.503,1.0,,16.0,104.23,Honda,2015
10031,2015-09-27,C1,緑94,大越　研二,GSX-R750,1'39.776,0.0,1'24.601,0.0,1'24.601,2.0,3.0,17.0,104.36,Suzuki,2015
10032,2015-09-27,C1,緑70,古藤　雅啓,GSX-R750,1'33.270,1.0,1'25.649,0.0,1'25.649,3.0,8.0,29.0,105.65,Suzuki,2015
10033,2015-09-27,C1,緑89,関根　健,NSR250R,1'36.333,1.0,1'25.678,0.0,1'25.678,4.0,,30.0,105.68,Honda,2015
10034,2015-09-27,C1,緑73,関　吉美智,YZF-R6,1'36.527,0.0,1'25.873,0.0,1'25.873,5.0,,31.0,105.92,Yamaha,2015
10035,2015-09-27,C1,緑72,新田　健一,VTR250,1'42.986,1.0,1'26.465,0.0,1'26.465,6.0,,34.0,106.65,Honda,2015
10036,2015-09-27,C1,緑77,羽野島　道男,DR-Z400SM,1'35.193,0.0,1'26.810,0.0,1'26.810,7.0,,35.0,107.08,Suzuki,2015
10037,2015-09-27,C1,緑59,紺野　貴裕,D-TRACKER,1'43.202,3.0,1'26.857,0.0,1'26.857,8.0,,36.0,107.14,Kawasaki,2015
10038,2015-09-27,C1,緑67,板床　正文,SM450R,1'31.458,0.0,1'25.880,1.0,1'26.880,9.0,,38.0,107.17,Husqvarna,2015
10039,2015-09-27,C1,緑68,内海　伸二,NSR250R,1'38.693,0.0,1'27.360,0.0,1'27.360,10.0,,39.0,107.76,Honda,2015
10040,2015-09-27,C1,緑80,雨宮　和徳,DR-Z400SM,9'99.999,0.0,1'27.467,0.0,1'27.467,11.0,,40.0,107.89,Suzuki,2015
10041,2015-09-27,C1,緑60,宮川　敬太郎,DR-Z400SM,1'37.913,0.0,1'27.513,0.0,1'27.513,12.0,,41.0,107.95,Suzuki,2015
10042,2015-09-27,C1,緑83,中川　豪,DR-Z400SM,1'34.550,0.0,1'27.555,0.0,1'27.555,13.0,,43.0,108.0,Suzuki,2015
10043,2015-09-27,C1,緑52,吉田　武志,GSX-R1000,1'38.775,0.0,1'27.574,0.0,1'27.574,14.0,10.0,44.0,108.02,Suzuki,2015
10044,2015-09-27,C1,緑85,榎　明,CBR1000RR,1'39.004,0.0,1'27.605,0.0,1'27.605,15.0,11.0,45.0,108.06,Honda,2015
10045,2015-09-27,C1,緑92,刑部　正行,VTR250,1'34.731,0.0,1'27.915,0.0,1'27.915,16.0,,46.0,108.44,Honda,2015
10046,2015-09-27,C1,緑84,小林　寿雄,SM250R,1'36.363,3.0,1'28.212,0.0,1'28.212,17.0,,49.0,108.81,Husqvarna,2015
10047,2015-09-27,C1,緑56,長谷部　利昭,CBR600F4i,1'37.296,0.0,1'28.307,0.0,1'28.307,18.0,,50.0,108.93,Honda,2015
10048,2015-09-27,C1,緑64,渡辺　籐太,VTR250,9'99.999,0.0,1'28.308,0.0,1'28.308,19.0,,51.0,108.93,Honda,2015
10049,2015-09-27,C1,緑86,臼井　健,SM250R,1'45.446,0.0,1'28.365,0.0,1'28.365,20.0,,52.0,109.0,Husqvarna,2015
10050,2015-09-27,C1,緑79,引間　千春,CBR600F,1'38.872,0.0,1'28.529,0.0,1'28.529,21.0,,53.0,109.2,Honda,2015
10051,2015-09-27,C1,緑71,多田　健太,WR450F,9'99.999,0.0,1'28.600,0.0,1'28.600,22.0,,55.0,109.29,Yamaha,2015
10052,2015-09-27,C1,緑81,小俣　寿雄,VTR250,1'47.681,0.0,1'29.136,0.0,1'29.136,23.0,,58.0,109.95,Honda,2015
10053,2015-09-27,C1,緑87,加瀬　功,MT-07,1'38.874,1.0,1'28.273,1.0,1'29.273,24.0,,60.0,110.12,Yamaha,2015
10054,2015-09-27,C1,緑63,吉田　篤司,CRF250X,1'41.633,0.0,1'29.388,0.0,1'29.388,25.0,,61.0,110.26,Honda,2015
10055,2015-09-27,C1,緑91,丸山　純平,GSX-R1000,1'39.289,4.0,1'29.532,0.0,1'29.532,26.0,15.0,62.0,110.44,Suzuki,2015
10056,2015-09-27,C1,緑61,池田　英輔,DR-Z400SM,1'36.219,0.0,1'28.833,1.0,1'29.833,27.0,,64.0,110.81,Suzuki,2015
10057,2015-09-27,C1,緑69,宮島　秀幸,VTR250,1'38.051,0.0,1'29.988,0.0,1'29.988,28.0,,66.0,111.0,Honda,2015
10058,2015-09-27,C1,緑55,山川　啓太,DR-Z400SM,1'37.077,1.0,1'30.040,0.0,1'30.040,29.0,,67.0,111.06,Suzuki,2015
10059,2015-09-27,C1,緑53,野村　大輔,DR-Z400SM,1'41.320,0.0,1'29.256,1.0,1'30.256,30.0,,70.0,111.33,Suzuki,2015
10060,2015-09-27,C1,緑88,竹林　宏晃,DR-Z400SM,1'37.589,0.0,1'30.311,0.0,1'30.311,31.0,,71.0,111.4,Suzuki,2015
10061,2015-09-27,C1,緑51,中野　正信,GROM,1'36.222,0.0,1'30.440,0.0,1'30.440,32.0,,72.0,111.56,Honda,2015
10062,2015-09-27,C1,緑54,松村　泰敬,CBR600F,1'43.921,0.0,1'30.911,0.0,1'30.911,33.0,,73.0,112.14,Honda,2015
10063,2015-09-27,C1,緑66,池田　真也,YZ250F,1'39.196,0.0,1'28.989,2.0,1'30.989,34.0,,75.0,112.24,Yamaha,2015
10064,2015-09-27,C1,緑82,阿部　秀樹,ZX-10R,1'40.814,0.0,1'31.098,0.0,1'31.098,35.0,17.0,76.0,112.37,Kawasaki,2015
10065,2015-09-27,C1,緑93,峯尾　豪,CBR600RR,1'39.213,0.0,1'31.261,0.0,1'31.261,36.0,,80.0,112.57,Honda,2015
10066,2015-09-27,C1,緑58,坂本　忠行,VTR250,9'99.999,0.0,1'31.330,0.0,1'31.330,37.0,,81.0,112.66,Honda,2015
10067,2015-09-27,C1,緑90,櫻井　裕之,ER-6n,1'34.334,0.0,1'32.558,0.0,1'32.558,38.0,,94.0,114.17,Kawasaki,2015
10068,2015-09-27,C1,緑65,中山　臣也,VTR250,1'41.234,0.0,1'33.060,0.0,1'33.060,39.0,,98.0,114.79,Honda,2015
10069,2015-09-27,C1,緑78,卯辰　哲也,SM510R,1'33.009,1.0,1'29.358,4.0,1'33.358,40.0,,101.0,115.16,Husqvarna,2015
10070,2015-09-27,C1,緑75,本間　君枝,VTR250,1'43.082,2.0,1'30.534,3.0,1'33.534,41.0,,103.0,115.37,Honda,2015
10071,2015-09-27,C1,緑76,高嶋　香織,390DUKE,1'43.811,0.0,1'33.630,0.0,1'33.630,42.0,,105.0,115.49,KTM,2015
10072,2015-09-27,C1,緑57,軍司　博史,CBR600RR,1'40.896,4.0,9'99.999,0.0,1'44.896,43.0,,155.0,129.39,Honda,2015
10073,2015-09-27,C2,緑10,岡野　哲,Z1000,1'42.093,4.0,1'27.968,0.0,1'27.968,1.0,12.0,47.0,108.51,Kawasaki,2015
10074,2015-09-27,C2,緑16,吉永　雄也,Z750,1'40.991,0.0,1'29.212,0.0,1'29.212,2.0,14.0,59.0,110.04,Kawasaki,2015
10075,2015-09-27,C2,緑12,井伊　利光,KDX220SR,1'38.949,0.0,1'29.865,0.0,1'29.865,3.0,,65.0,110.85,Kawasaki,2015
10076,2015-09-27,C2,緑15,野呂　隆,MT-07,1'46.677,1.0,1'30.179,0.0,1'30.179,4.0,,68.0,111.24,Yamaha,2015
10077,2015-09-27,C2,緑35,柏木　宏文,VTR250,1'39.298,0.0,1'30.211,0.0,1'30.211,5.0,,69.0,111.28,Honda,2015
10078,2015-09-27,C2,緑20,岡部　邦典,CB1300SF,1'44.730,0.0,1'30.974,0.0,1'30.974,6.0,16.0,74.0,112.22,Honda,2015
10079,2015-09-27,C2,緑30,山内　沙世,VTR250,1'42.784,0.0,1'31.155,0.0,1'31.155,7.0,,77.0,112.44,Honda,2015
10080,2015-09-27,C2,緑39,塩見　博文,DR-Z400S,1'40.608,0.0,1'31.238,0.0,1'31.238,8.0,,78.0,112.54,Suzuki,2015
10081,2015-09-27,C2,緑27,中嶋　ちはる,NSR250R,1'39.545,0.0,1'31.240,0.0,1'31.240,9.0,,79.0,112.54,Honda,2015
10082,2015-09-27,C2,緑23,高橋　保久,VTR250,1'39.829,0.0,1'31.378,0.0,1'31.378,10.0,,82.0,112.71,Honda,2015
10083,2015-09-27,C2,緑37,木村　要一,390DUKE,1'41.081,0.0,1'31.554,0.0,1'31.554,11.0,,83.0,112.93,KTM,2015
10084,2015-09-27,C2,緑11,中井　義高,Z750R,1'43.833,1.0,1'29.571,2.0,1'31.571,12.0,18.0,84.0,112.95,Kawasaki,2015
10085,2015-09-27,C2,緑4,荒木　真美,KSR80,1'41.654,0.0,1'31.639,0.0,1'31.639,13.0,,85.0,113.04,Kawasaki,2015
10086,2015-09-27,C2,緑13,渡辺　孝志,KSR80,1'42.486,0.0,1'31.847,0.0,1'31.847,14.0,,88.0,113.29,Kawasaki,2015
10087,2015-09-27,C2,緑36,伊藤　華子,ZRX1200R,1'44.781,2.0,1'30.326,2.0,1'32.326,15.0,19.0,90.0,113.88,Kawasaki,2015
10088,2015-09-27,C2,緑38,小笠原　晶子,CBR600F4i,1'49.674,0.0,1'32.339,0.0,1'32.339,16.0,,91.0,113.9,Honda,2015
